v4_gene_model	v3_gene_model
Zm00001d053415	GRMZM2G153597
Zm00001d053416	GRMZM2G153602
Zm00001d028285	GRMZM2G153611
Zm00001d012728	GRMZM2G153615
Zm00001d013797	GRMZM2G153627
Zm00001d015833	GRMZM2G153635
Zm00001d012729	GRMZM2G153648
Zm00001d036818	GRMZM2G153666
Zm00001d044052	GRMZM2G153672
Zm00001d005071	GRMZM2G153675
Zm00001d019505	GRMZM2G153683
Zm00001d008567	GRMZM2G153704
Zm00001d033664	GRMZM2G153706
Zm00001d050089	GRMZM2G153722
Zm00001d017308	GRMZM2G153725
Zm00001d018931	GRMZM2G153741
Zm00001d053868	GRMZM2G153745
Zm00001d018930	GRMZM2G153754
Zm00001d050251	GRMZM2G153760
Zm00001d008564	GRMZM2G153766
Zm00001d028143	GRMZM2G153769
Zm00001d045603	GRMZM2G153792
Zm00001d053872	GRMZM2G153797
Zm00001d028172	GRMZM2G153799
Zm00001d028171	GRMZM2G153814
Zm00001d013842	GRMZM2G153815
Zm00001d031688	GRMZM2G153823
Zm00001d009517	GRMZM2G153863
Zm00001d053619	GRMZM2G153871
Zm00001d007062	GRMZM2G153877
Zm00001d033156	GRMZM2G153887
Zm00001d053873	GRMZM2G153899
Zm00001d028144	GRMZM2G153920
Zm00001d046890	GRMZM2G153924
Zm00001d005859	GRMZM2G153925
Zm00001d033155	GRMZM2G153928
Zm00001d031689	GRMZM2G153945
Zm00001d009448	GRMZM2G153961
Zm00001d045607	GRMZM2G153969
Zm00001d009594	GRMZM2G153977
Zm00001d050810	GRMZM2G153984
Zm00001d014782	GRMZM2G153987
Zm00001d042372	GRMZM2G153991
Zm00001d053987	GRMZM2G153999
Zm00001d027996	GRMZM2G154007
Zm00001d035589	GRMZM2G154014
Zm00001d047216	GRMZM2G154029
Zm00001d027755	GRMZM2G154036
Zm00001d053986	GRMZM2G154059
Zm00001d040517	GRMZM2G154078
Zm00001d027752	GRMZM2G154087
Zm00001d032850	GRMZM2G154090
Zm00001d045610	GRMZM2G154093
Zm00001d032342	GRMZM2G154114
Zm00001d027751	GRMZM2G154119
Zm00001d031993	GRMZM2G154124
Zm00001d048138	GRMZM2G154149
Zm00001d033479	GRMZM2G154151
Zm00001d004407	GRMZM2G154156
Zm00001d043441	GRMZM2G154165
Zm00001d048833	GRMZM2G154169
Zm00001d019560	GRMZM2G154178
Zm00001d008403	GRMZM2G154182
Zm00001d046665	GRMZM2G154209
Zm00001d027749	GRMZM2G154211
Zm00001d030214	GRMZM2G154216
Zm00001d037873	GRMZM2G154218
Zm00001d008954	GRMZM2G154221
Zm00001d000126	GRMZM2G154223
Zm00001d045611	GRMZM2G154229
Zm00001d004405	GRMZM2G154235
Zm00001d044535	GRMZM2G154245
Zm00001d031751	GRMZM2G154267
Zm00001d008951	GRMZM2G154278
Zm00001d029918	GRMZM2G154290
Zm00001d036853	GRMZM2G154293
Zm00001d018201	GRMZM2G154301
Zm00001d049305	GRMZM2G154312
Zm00001d047746	GRMZM2G154316
Zm00001d041462	GRMZM2G154317
Zm00001d033335	GRMZM2G154320
Zm00001d024602	GRMZM2G154328
Zm00001d018200	GRMZM2G154332
Zm00001d003159	GRMZM2G154344
Zm00001d048835	GRMZM2G154366
Zm00001d048836	GRMZM2G154394
Zm00001d003157	GRMZM2G154397
Zm00001d048837	GRMZM2G154414
Zm00001d001767	GRMZM2G154437
Zm00001d048839	GRMZM2G154442
Zm00001d014038	GRMZM2G154447
Zm00001d022637	GRMZM2G154449
Zm00001d022636	GRMZM2G154460
Zm00001d010456	GRMZM2G154463
Zm00001d003217	GRMZM2G154484
Zm00001d029887	GRMZM2G154487
Zm00001d021623	GRMZM2G154489
Zm00001d008405	GRMZM2G154499
Zm00001d053568	GRMZM2G154505
Zm00001d011467	GRMZM2G154508
Zm00001d024965	GRMZM2G154509
Zm00001d048841	GRMZM2G154523
Zm00001d040954	GRMZM2G154532
Zm00001d029809	GRMZM2G154549
Zm00001d004187	GRMZM2G154558
Zm00001d029886	GRMZM2G154565
Zm00001d021624	GRMZM2G154574
Zm00001d049789	GRMZM2G154578
Zm00001d029885	GRMZM2G154580
Zm00001d039089	GRMZM2G154595
Zm00001d020157	GRMZM2G154621
Zm00001d039026	GRMZM2G154626
Zm00001d017288	GRMZM2G154628
Zm00001d042864	GRMZM2G154641
Zm00001d039029	GRMZM2G154648
Zm00001d014554	GRMZM2G154652
Zm00001d044745	GRMZM2G154664
Zm00001d048906	GRMZM2G154665
Zm00001d044744	GRMZM2G154678
Zm00001d004243	GRMZM2G154685
Zm00001d039088	GRMZM2G154687
Zm00001d007340	GRMZM2G154716
Zm00001d025844	GRMZM2G154721
Zm00001d025845	GRMZM2G154725
Zm00001d007341	GRMZM2G154735
Zm00001d035333	GRMZM2G154743
Zm00001d019504	GRMZM2G154747
Zm00001d020673	GRMZM2G154752
Zm00001d049741	GRMZM2G154766
Zm00001d016408	GRMZM2G154789
Zm00001d034137	GRMZM2G154799
Zm00001d004154	GRMZM2G154811
Zm00001d034097	GRMZM2G154828
Zm00001d044358	GRMZM2G154839
Zm00001d036449	GRMZM2G154845
Zm00001d006455	GRMZM2G154864
Zm00001d034096	GRMZM2G154870
Zm00001d009938	GRMZM2G154881
Zm00001d028699	GRMZM2G154883
Zm00001d033414	GRMZM2G154890
Zm00001d037084	GRMZM2G154892
Zm00001d008343	GRMZM2G154893
Zm00001d008342	GRMZM2G154896
Zm00001d006456	GRMZM2G154904
Zm00001d010728	GRMZM2G154936
Zm00001d038113	GRMZM2G154946
Zm00001d014100	GRMZM2G154954
Zm00001d042801	GRMZM2G154958
Zm00001d016294	GRMZM2G154987
Zm00001d049256	GRMZM2G155002
Zm00001d036564	GRMZM2G155015
Zm00001d011242	GRMZM2G155021
Zm00001d033413	GRMZM2G155043
Zm00001d049127	GRMZM2G155058
Zm00001d041690	GRMZM2G155073
Zm00001d011241	GRMZM2G155077
Zm00001d028025	GRMZM2G155086
Zm00001d041691	GRMZM2G155096
Zm00001d026533	GRMZM2G155106
Zm00001d026535	GRMZM2G155111
Zm00001d010974	GRMZM2G155123
Zm00001d003662	GRMZM2G155150
Zm00001d003156	GRMZM2G155177
Zm00001d009589	GRMZM2G155216
Zm00001d002200	GRMZM2G155217
Zm00001d016305	GRMZM2G155220
Zm00001d008642	GRMZM2G155232
Zm00001d028180	GRMZM2G155242
Zm00001d035295	GRMZM2G155252
Zm00001d053015	GRMZM2G155253
Zm00001d008347	GRMZM2G155260
Zm00001d003636	GRMZM2G155274
Zm00001d003945	GRMZM2G155281
Zm00001d043102	GRMZM2G155285
Zm00001d033982	GRMZM2G155312
Zm00001d030982	GRMZM2G155314
Zm00001d034636	GRMZM2G155317
Zm00001d043104	GRMZM2G155321
Zm00001d033750	GRMZM2G155323
Zm00001d034635	GRMZM2G155329
Zm00001d037772	GRMZM2G155332
Zm00001d042151	GRMZM2G155334
Zm00001d006192	GRMZM2G155337
Zm00001d031753	GRMZM2G155340
Zm00001d025941	GRMZM2G155341
Zm00001d037340	GRMZM2G155343
Zm00001d042152	GRMZM2G155348
Zm00001d024343	GRMZM2G155357
Zm00001d053880	GRMZM2G155370
Zm00001d041692	GRMZM2G155375
Zm00001d030046	GRMZM2G155380
Zm00001d053881	GRMZM2G155384
Zm00001d025940	GRMZM2G155387
Zm00001d024344	GRMZM2G155392
Zm00001d043105	GRMZM2G155397
Zm00001d029981	GRMZM2G155417
Zm00001d029980	GRMZM2G155422
Zm00001d005089	GRMZM2G155437
Zm00001d042599	GRMZM2G155464
Zm00001d003343	GRMZM2G155491
Zm00001d052054	GRMZM2G155499
Zm00001d025958	GRMZM2G155502
Zm00001d049434	GRMZM2G155506
Zm00001d024759	GRMZM2G155512
Zm00001d034634	GRMZM2G155525
Zm00001d042598	GRMZM2G155532
Zm00001d025939	GRMZM2G155543
Zm00001d037337	GRMZM2G155546
Zm00001d024958	GRMZM2G155555
Zm00001d024760	GRMZM2G155561
Zm00001d034633	GRMZM2G155565
Zm00001d034630	GRMZM2G155580
Zm00001d003659	GRMZM2G155593
Zm00001d003658	GRMZM2G155626
Zm00001d036148	GRMZM2G155662
Zm00001d046124	GRMZM2G155675
Zm00001d029127	GRMZM2G155680
Zm00001d038996	GRMZM2G155686
Zm00001d018508	GRMZM2G155699
Zm00001d008531	GRMZM2G155709
Zm00001d024307	GRMZM2G155729
Zm00001d009474	GRMZM2G155746
Zm00001d032127	GRMZM2G155753
Zm00001d026120	GRMZM2G155762
Zm00001d033786	GRMZM2G155767
Zm00001d026119	GRMZM2G155776
Zm00001d054031	GRMZM2G155783
Zm00001d020285	GRMZM2G155806
Zm00001d016119	GRMZM2G155816
Zm00001d053659	GRMZM2G155822
Zm00001d024729	GRMZM2G155836
Zm00001d026306	GRMZM2G155837
Zm00001d007357	GRMZM2G155849
Zm00001d046472	GRMZM2G155868
Zm00001d001811	GRMZM2G155877
Zm00001d010944	GRMZM2G155889
Zm00001d034764	GRMZM2G155899
Zm00001d021572	GRMZM2G155911
Zm00001d049790	GRMZM2G155931
Zm00001d034814	GRMZM2G155935
Zm00001d035954	GRMZM2G155943
Zm00001d026270	GRMZM2G155949
Zm00001d042973	GRMZM2G155954
Zm00001d025249	GRMZM2G155962
Zm00001d041710	GRMZM2G155974
Zm00001d034813	GRMZM2G155980
Zm00001d026269	GRMZM2G155991
Zm00001d041709	GRMZM2G155998
Zm00001d026268	GRMZM2G156004
Zm00001d045120	GRMZM2G156006
Zm00001d026267	GRMZM2G156013
Zm00001d043500	GRMZM2G156016
Zm00001d042066	GRMZM2G156019
Zm00001d053513	GRMZM2G156026
Zm00001d045121	GRMZM2G156027
Zm00001d040941	GRMZM2G156033
Zm00001d039296	GRMZM2G156035
Zm00001d045348	GRMZM2G156044
Zm00001d051594	GRMZM2G156054
Zm00001d051595	GRMZM2G156068
Zm00001d044201	GRMZM2G156069
Zm00001d050649	GRMZM2G156079
Zm00001d025491	GRMZM2G156088
Zm00001d036495	GRMZM2G156099
Zm00001d050655	GRMZM2G156105
Zm00001d007815	GRMZM2G156110
Zm00001d045629	GRMZM2G156121
Zm00001d044202	GRMZM2G156126
Zm00001d019250	GRMZM2G156127
Zm00001d045629	GRMZM2G156129
Zm00001d026265	GRMZM2G156145
Zm00001d023360	GRMZM2G156150
Zm00001d044203	GRMZM2G156158
Zm00001d036496	GRMZM2G156162
Zm00001d026263	GRMZM2G156174
Zm00001d012243	GRMZM2G156206
Zm00001d045573	GRMZM2G156218
Zm00001d002426	GRMZM2G156227
Zm00001d053284	GRMZM2G156238
Zm00001d006699	GRMZM2G156246
Zm00001d040829	GRMZM2G156251
Zm00001d037289	GRMZM2G156255
Zm00001d006937	GRMZM2G156257
Zm00001d053285	GRMZM2G156283
Zm00001d020530	GRMZM2G156296
Zm00001d051596	GRMZM2G156301
Zm00001d051598	GRMZM2G156307
Zm00001d037288	GRMZM2G156310
Zm00001d051599	GRMZM2G156320
Zm00001d040830	GRMZM2G156333
Zm00001d014352	GRMZM2G156336
Zm00001d002424	GRMZM2G156348
Zm00001d002423	GRMZM2G156356
Zm00001d050676	GRMZM2G156357
Zm00001d002422	GRMZM2G156365
Zm00001d009346	GRMZM2G156372
Zm00001d043346	GRMZM2G156377
Zm00001d047945	GRMZM2G156388
Zm00001d006280	GRMZM2G156392
Zm00001d014695	GRMZM2G156398
Zm00001d052044	GRMZM2G156415
Zm00001d036048	GRMZM2G156422
Zm00001d006282	GRMZM2G156451
Zm00001d034740	GRMZM2G156459
Zm00001d006283	GRMZM2G156470
Zm00001d051532	GRMZM2G156472
Zm00001d027876	GRMZM2G156486
Zm00001d023499	GRMZM2G156490
Zm00001d023498	GRMZM2G156506
Zm00001d034739	GRMZM2G156516
Zm00001d037052	GRMZM2G156517
Zm00001d037054	GRMZM2G156529
Zm00001d034738	GRMZM2G156543
Zm00001d034736	GRMZM2G156565
Zm00001d019337	GRMZM2G156568
Zm00001d017432	GRMZM2G156575
Zm00001d002419	GRMZM2G156581
Zm00001d017430	GRMZM2G156585
Zm00001d017429	GRMZM2G156599
Zm00001d009508	GRMZM2G156606
Zm00001d030609	GRMZM2G156608
Zm00001d039094	GRMZM2G156620
Zm00001d015410	GRMZM2G156621
Zm00001d041954	GRMZM2G156630
Zm00001d008548	GRMZM2G156632
Zm00001d002418	GRMZM2G156638
Zm00001d008386	GRMZM2G156643
Zm00001d046978	GRMZM2G156648
Zm00001d034735	GRMZM2G156656
Zm00001d008387	GRMZM2G156673
Zm00001d019089	GRMZM2G156684
Zm00001d019087	GRMZM2G156692
Zm00001d037182	GRMZM2G156712
Zm00001d008549	GRMZM2G156713
Zm00001d034732	GRMZM2G156729
Zm00001d016941	GRMZM2G156734
Zm00001d049889	GRMZM2G156737
Zm00001d034731	GRMZM2G156739
Zm00001d013798	GRMZM2G156748
Zm00001d038018	GRMZM2G156754
Zm00001d034730	GRMZM2G156756
Zm00001d039190	GRMZM2G156765
Zm00001d051427	GRMZM2G156785
Zm00001d019294	GRMZM2G156794
Zm00001d034152	GRMZM2G156800
Zm00001d050844	GRMZM2G156803
Zm00001d041025	GRMZM2G156813
Zm00001d039837	GRMZM2G156816
Zm00001d046366	GRMZM2G156818
Zm00001d015012	GRMZM2G156824
Zm00001d029223	GRMZM2G156827
Zm00001d034698	GRMZM2G156848
Zm00001d009772	GRMZM2G156857
Zm00001d042541	GRMZM2G156861
Zm00001d043344	GRMZM2G156877
Zm00001d035766	GRMZM2G156881
Zm00001d035765	GRMZM2G156890
Zm00001d036103	GRMZM2G156904
Zm00001d039188	GRMZM2G156905
Zm00001d037313	GRMZM2G156910
Zm00001d015011	GRMZM2G156924
Zm00001d034699	GRMZM2G156937
Zm00001d039977	GRMZM2G156950
Zm00001d039978	GRMZM2G156952
Zm00001d035763	GRMZM2G156956
Zm00001d002285	GRMZM2G156977
Zm00001d015104	GRMZM2G156983
Zm00001d037105	GRMZM2G156986
Zm00001d008228	GRMZM2G157007
Zm00001d031824	GRMZM2G157010
Zm00001d050876	GRMZM2G157016
Zm00001d031825	GRMZM2G157018
Zm00001d050874	GRMZM2G157019
Zm00001d015102	GRMZM2G157026
Zm00001d004075	GRMZM2G157027
Zm00001d039211	GRMZM2G157034
Zm00001d011663	GRMZM2G157043
Zm00001d015101	GRMZM2G157046
Zm00001d048776	GRMZM2G157057
Zm00001d003147	GRMZM2G157061
Zm00001d015100	GRMZM2G157068
Zm00001d003149	GRMZM2G157102
Zm00001d037318	GRMZM2G157113
Zm00001d046939	GRMZM2G157115
Zm00001d025347	GRMZM2G157120
Zm00001d006386	GRMZM2G157126
Zm00001d008212	GRMZM2G157132
Zm00001d013469	GRMZM2G157147
Zm00001d009612	GRMZM2G157153
Zm00001d009613	GRMZM2G157156
Zm00001d028373	GRMZM2G157157
Zm00001d029599	GRMZM2G157164
Zm00001d013470	GRMZM2G157166
Zm00001d023596	GRMZM2G157168
Zm00001d013470	GRMZM2G157172
Zm00001d028372	GRMZM2G157177
Zm00001d002874	GRMZM2G157196
Zm00001d028371	GRMZM2G157197
Zm00001d013473	GRMZM2G157202
Zm00001d002873	GRMZM2G157207
Zm00001d013476	GRMZM2G157210
Zm00001d038993	GRMZM2G157218
Zm00001d038994	GRMZM2G157219
Zm00001d048913	GRMZM2G157241
Zm00001d038528	GRMZM2G157246
Zm00001d048914	GRMZM2G157247
Zm00001d051235	GRMZM2G157252
Zm00001d038529	GRMZM2G157263
Zm00001d038530	GRMZM2G157267
Zm00001d000133	GRMZM2G157269
Zm00001d035052	GRMZM2G157296
Zm00001d049428	GRMZM2G157298
Zm00001d036871	GRMZM2G157300
Zm00001d049581	GRMZM2G157306
Zm00001d013664	GRMZM2G157310
Zm00001d025019	GRMZM2G157313
Zm00001d040411	GRMZM2G157316
Zm00001d043757	GRMZM2G157317
Zm00001d028655	GRMZM2G157329
Zm00001d010425	GRMZM2G157332
Zm00001d011474	GRMZM2G157334
Zm00001d031514	GRMZM2G157350
Zm00001d025020	GRMZM2G157354
Zm00001d049427	GRMZM2G157364
Zm00001d051915	GRMZM2G157369
Zm00001d019492	GRMZM2G157379
Zm00001d052734	GRMZM2G157384
Zm00001d020036	GRMZM2G157422
Zm00001d049674	GRMZM2G157443
Zm00001d025308	GRMZM2G157448
Zm00001d033205	GRMZM2G157456
Zm00001d051238	GRMZM2G157458
Zm00001d037279	GRMZM2G157462
Zm00001d033204	GRMZM2G157470
Zm00001d051916	GRMZM2G157472
Zm00001d052733	GRMZM2G157481
Zm00001d022089	GRMZM2G157505
Zm00001d027585	GRMZM2G157510
Zm00001d051917	GRMZM2G157522
Zm00001d038532	GRMZM2G157536
Zm00001d010426	GRMZM2G157564
Zm00001d044415	GRMZM2G157574
Zm00001d028237	GRMZM2G157580
Zm00001d044417	GRMZM2G157588
Zm00001d011329	GRMZM2G157589
Zm00001d038533	GRMZM2G157596
Zm00001d022114	GRMZM2G157598
Zm00001d044418	GRMZM2G157605
Zm00001d044420	GRMZM2G157616
Zm00001d007139	GRMZM2G157621
Zm00001d010455	GRMZM2G157629
Zm00001d010705	GRMZM2G157631
Zm00001d044421	GRMZM2G157675
Zm00001d050963	GRMZM2G157677
Zm00001d042907	GRMZM2G157679
Zm00001d047441	GRMZM2G157683
Zm00001d010455	GRMZM2G157705
Zm00001d047442	GRMZM2G157716
Zm00001d050018	GRMZM2G157722
Zm00001d033799	GRMZM2G157727
Zm00001d047443	GRMZM2G157729
Zm00001d047445	GRMZM2G157743
Zm00001d047446	GRMZM2G157749
Zm00001d011314	GRMZM2G157758
Zm00001d047447	GRMZM2G157760
Zm00001d031839	GRMZM2G157772
Zm00001d022216	GRMZM2G157781
Zm00001d037782	GRMZM2G157803
Zm00001d033019	GRMZM2G157806
Zm00001d024947	GRMZM2G157812
Zm00001d016839	GRMZM2G157817
Zm00001d036296	GRMZM2G157820
Zm00001d003690	GRMZM2G157822
Zm00001d030077	GRMZM2G157824
Zm00001d041403	GRMZM2G157825
Zm00001d051608	GRMZM2G157836
Zm00001d049129	GRMZM2G157845
Zm00001d032646	GRMZM2G157855
Zm00001d003689	GRMZM2G157869
Zm00001d041404	GRMZM2G157873
Zm00001d030079	GRMZM2G157878
Zm00001d049730	GRMZM2G157925
Zm00001d044074	GRMZM2G157927
Zm00001d043090	GRMZM2G157929
Zm00001d020031	GRMZM2G157933
Zm00001d046493	GRMZM2G157936
Zm00001d020030	GRMZM2G157953
Zm00001d017486	GRMZM2G157982
Zm00001d017487	GRMZM2G157990
Zm00001d009075	GRMZM2G158008
Zm00001d021711	GRMZM2G158009
Zm00001d043614	GRMZM2G158013
Zm00001d022209	GRMZM2G158021
Zm00001d009596	GRMZM2G158024
Zm00001d025468	GRMZM2G158029
Zm00001d049666	GRMZM2G158034
Zm00001d017490	GRMZM2G158039
Zm00001d004438	GRMZM2G158043
Zm00001d014780	GRMZM2G158045
Zm00001d021710	GRMZM2G158062
Zm00001d025469	GRMZM2G158069
Zm00001d003129	GRMZM2G158083
Zm00001d009597	GRMZM2G158091
Zm00001d051607	GRMZM2G158093
Zm00001d025470	GRMZM2G158097
Zm00001d014779	GRMZM2G158103
Zm00001d009599	GRMZM2G158117
Zm00001d022212	GRMZM2G158130
Zm00001d014778	GRMZM2G158131
Zm00001d014775	GRMZM2G158136
Zm00001d025472	GRMZM2G158140
Zm00001d024883	GRMZM2G158141
Zm00001d004513	GRMZM2G158147
Zm00001d049706	GRMZM2G158153
Zm00001d022440	GRMZM2G158162
Zm00001d005345	GRMZM2G158170
Zm00001d007549	GRMZM2G158175
Zm00001d008863	GRMZM2G158177
Zm00001d014040	GRMZM2G158179
Zm00001d019243	GRMZM2G158188
Zm00001d006417	GRMZM2G158191
Zm00001d039579	GRMZM2G158194
Zm00001d028727	GRMZM2G158197
Zm00001d009244	GRMZM2G158204
Zm00001d011661	GRMZM2G158205
Zm00001d006416	GRMZM2G158216
Zm00001d039578	GRMZM2G158228
Zm00001d039936	GRMZM2G158232
Zm00001d022631	GRMZM2G158237
Zm00001d007290	GRMZM2G158240
Zm00001d006415	GRMZM2G158248
Zm00001d014297	GRMZM2G158252
Zm00001d028728	GRMZM2G158261
Zm00001d014039	GRMZM2G158277
Zm00001d007564	GRMZM2G158279
Zm00001d053150	GRMZM2G158281
Zm00001d007565	GRMZM2G158288
Zm00001d048568	GRMZM2G158293
Zm00001d007567	GRMZM2G158298
Zm00001d025327	GRMZM2G158300
Zm00001d022438	GRMZM2G158304
Zm00001d007548	GRMZM2G158308
Zm00001d016154	GRMZM2G158313
Zm00001d052389	GRMZM2G158316
Zm00001d043062	GRMZM2G158328
Zm00001d039698	GRMZM2G158342
Zm00001d013415	GRMZM2G158359
Zm00001d027305	GRMZM2G158378
Zm00001d050811	GRMZM2G158384
Zm00001d022630	GRMZM2G158394
Zm00001d053108	GRMZM2G158400
Zm00001d042228	GRMZM2G158403
Zm00001d042229	GRMZM2G158407
Zm00001d021869	GRMZM2G158429
Zm00001d031970	GRMZM2G158437
Zm00001d030935	GRMZM2G158446
Zm00001d021870	GRMZM2G158447
Zm00001d021871	GRMZM2G158452
Zm00001d031969	GRMZM2G158462
Zm00001d025556	GRMZM2G158469
Zm00001d031967	GRMZM2G158479
Zm00001d019048	GRMZM2G158489
Zm00001d042333	GRMZM2G158496
Zm00001d015338	GRMZM2G158520
Zm00001d038533	GRMZM2G158526
Zm00001d053245	GRMZM2G158531
Zm00001d012043	GRMZM2G158544
Zm00001d004328	GRMZM2G158555
Zm00001d043555	GRMZM2G158562
Zm00001d017850	GRMZM2G158568
Zm00001d005264	GRMZM2G158575
Zm00001d045898	GRMZM2G158586
Zm00001d005265	GRMZM2G158593
Zm00001d045897	GRMZM2G158595
Zm00001d042136	GRMZM2G158609
Zm00001d042136	GRMZM2G158625
Zm00001d036741	GRMZM2G158627
Zm00001d006270	GRMZM2G158629
Zm00001d020572	GRMZM2G158636
Zm00001d043556	GRMZM2G158645
Zm00001d011398	GRMZM2G158647
Zm00001d011399	GRMZM2G158649
Zm00001d002736	GRMZM2G158657
Zm00001d029105	GRMZM2G158662
Zm00001d036739	GRMZM2G158668
Zm00001d029104	GRMZM2G158676
Zm00001d006269	GRMZM2G158679
Zm00001d029842	GRMZM2G158682
Zm00001d040594	GRMZM2G158700
Zm00001d038704	GRMZM2G158717
Zm00001d006117	GRMZM2G158721
Zm00001d053672	GRMZM2G158729
Zm00001d046450	GRMZM2G158734
Zm00001d015611	GRMZM2G158736
Zm00001d007118	GRMZM2G158766
Zm00001d006117	GRMZM2G158775
Zm00001d009718	GRMZM2G158788
Zm00001d022236	GRMZM2G158789
Zm00001d043375	GRMZM2G158807
Zm00001d006116	GRMZM2G158809
Zm00001d052145	GRMZM2G158811
Zm00001d009719	GRMZM2G158818
Zm00001d033080	GRMZM2G158831
Zm00001d022237	GRMZM2G158835
Zm00001d053671	GRMZM2G158838
Zm00001d052146	GRMZM2G158839
Zm00001d052147	GRMZM2G158860
Zm00001d007692	GRMZM2G158872
Zm00001d006055	GRMZM2G158884
Zm00001d022238	GRMZM2G158885
Zm00001d038709	GRMZM2G158887
Zm00001d032003	GRMZM2G158890
Zm00001d038829	GRMZM2G158901
Zm00001d000135	GRMZM2G158911
Zm00001d010241	GRMZM2G158918
Zm00001d038830	GRMZM2G158972
Zm00001d030098	GRMZM2G158976
Zm00001d039147	GRMZM2G158998
Zm00001d024342	GRMZM2G159002
Zm00001d038831	GRMZM2G159008
Zm00001d000135	GRMZM2G159009
Zm00001d014953	GRMZM2G159013
Zm00001d039146	GRMZM2G159016
Zm00001d039145	GRMZM2G159028
Zm00001d049529	GRMZM2G159029
Zm00001d038832	GRMZM2G159032
Zm00001d022239	GRMZM2G159034
Zm00001d007077	GRMZM2G159041
Zm00001d014952	GRMZM2G159047
Zm00001d050907	GRMZM2G159049
Zm00001d011379	GRMZM2G159053
Zm00001d025028	GRMZM2G159075
Zm00001d002147	GRMZM2G159082
Zm00001d020446	GRMZM2G159094
Zm00001d043516	GRMZM2G159105
Zm00001d028400	GRMZM2G159110
Zm00001d023402	GRMZM2G159119
Zm00001d005770	GRMZM2G159125
Zm00001d043117	GRMZM2G159134
Zm00001d014951	GRMZM2G159142
Zm00001d039710	GRMZM2G159145
Zm00001d033605	GRMZM2G159149
Zm00001d015765	GRMZM2G159155
Zm00001d020445	GRMZM2G159160
Zm00001d002146	GRMZM2G159161
Zm00001d007035	GRMZM2G159166
Zm00001d043517	GRMZM2G159171
Zm00001d023400	GRMZM2G159179
Zm00001d007078	GRMZM2G159187
Zm00001d023399	GRMZM2G159193
Zm00001d007037	GRMZM2G159200
Zm00001d023398	GRMZM2G159208
Zm00001d006873	GRMZM2G159210
Zm00001d006872	GRMZM2G159218
Zm00001d020444	GRMZM2G159221
Zm00001d030402	GRMZM2G159228
Zm00001d006871	GRMZM2G159237
Zm00001d003696	GRMZM2G159246
Zm00001d049694	GRMZM2G159250
Zm00001d033976	GRMZM2G159285
Zm00001d013124	GRMZM2G159287
Zm00001d033969	GRMZM2G159295
Zm00001d039315	GRMZM2G159307
Zm00001d025048	GRMZM2G159330
Zm00001d009957	GRMZM2G159344
Zm00001d034848	GRMZM2G159353
Zm00001d043915	GRMZM2G159357
Zm00001d037590	GRMZM2G159369
Zm00001d039316	GRMZM2G159388
Zm00001d026212	GRMZM2G159389
Zm00001d025005	GRMZM2G159393
Zm00001d031620	GRMZM2G159397
Zm00001d014013	GRMZM2G159399
Zm00001d044980	GRMZM2G159402
Zm00001d038833	GRMZM2G159404
Zm00001d027430	GRMZM2G159427
Zm00001d027431	GRMZM2G159431
Zm00001d027859	GRMZM2G159456
Zm00001d041536	GRMZM2G159475
Zm00001d027434	GRMZM2G159477
Zm00001d043984	GRMZM2G159498
Zm00001d047554	GRMZM2G159500
Zm00001d004754	GRMZM2G159503
Zm00001d018099	GRMZM2G159535
Zm00001d048566	GRMZM2G159538
Zm00001d018098	GRMZM2G159542
Zm00001d016419	GRMZM2G159544
Zm00001d018097	GRMZM2G159547
Zm00001d018096	GRMZM2G159554
Zm00001d025573	GRMZM2G159559
Zm00001d037554	GRMZM2G159570
Zm00001d031729	GRMZM2G159581
Zm00001d030544	GRMZM2G159587
Zm00001d009468	GRMZM2G159592
Zm00001d050144	GRMZM2G159597
Zm00001d028162	GRMZM2G159632
Zm00001d012608	GRMZM2G159636
Zm00001d046455	GRMZM2G159641
Zm00001d012607	GRMZM2G159643
Zm00001d017053	GRMZM2G159660
Zm00001d025239	GRMZM2G159675
Zm00001d004193	GRMZM2G159678
Zm00001d050935	GRMZM2G159691
Zm00001d051121	GRMZM2G159700
Zm00001d033438	GRMZM2G159709
Zm00001d013153	GRMZM2G159711
Zm00001d034116	GRMZM2G159715
Zm00001d025238	GRMZM2G159720
Zm00001d043601	GRMZM2G159724
Zm00001d025237	GRMZM2G159732
Zm00001d038572	GRMZM2G159741
Zm00001d036971	GRMZM2G159744
Zm00001d008899	GRMZM2G159752
Zm00001d007477	GRMZM2G159756
Zm00001d016130	GRMZM2G159759
Zm00001d034669	GRMZM2G159766
Zm00001d047965	GRMZM2G159777
Zm00001d039898	GRMZM2G159807
Zm00001d025055	GRMZM2G159811
Zm00001d045141	GRMZM2G159822
Zm00001d047966	GRMZM2G159824
Zm00001d006031	GRMZM2G159828
Zm00001d009429	GRMZM2G159831
Zm00001d016170	GRMZM2G159849
Zm00001d052618	GRMZM2G159854
Zm00001d014425	GRMZM2G159890
Zm00001d006032	GRMZM2G159896
Zm00001d019246	GRMZM2G159899
Zm00001d017325	GRMZM2G159904
Zm00001d044604	GRMZM2G159908
Zm00001d017326	GRMZM2G159918
Zm00001d043707	GRMZM2G159924
Zm00001d006034	GRMZM2G159926
Zm00001d019245	GRMZM2G159931
Zm00001d043708	GRMZM2G159935
Zm00001d043706	GRMZM2G159937
